FECHA,CORREO,RAZON_SOCIAL,NUMERO_RUC,NOMBRE_ESTABLECIMIENTO,HC4-Ducto,HC4-Caudal_Ls,HC4-Horas_ano,HC4-Tipo,HC4-Fluido,HC4-Presion_bar
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_5_8912,D-01,34.0,6098,Liquido proceso,Agua,2.3
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_6_8912,D-01,16.7,8565,Liquido proceso,Agua,4.9
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_6_8912,D-02,14.3,6223,Agua residual,Aire comprimido,2.0
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_6_8912,D-03,37.6,7062,Emision gaseosa,Aire comprimido,2.5
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_7_8912,D-01,14.4,7464,Agua residual,Agua,4.9
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_7_8912,D-02,27.4,7693,Agua residual,Aire comprimido,2.4
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_7_8912,D-03,29.6,7339,Emision gaseosa,Agua,3.0
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_8_8912,D-01,25.4,8319,Emision gaseosa,Agua,4.5
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_8_8912,D-02,14.9,8438,Liquido proceso,Aire comprimido,1.4
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_8_8912,D-03,42.1,7035,Liquido proceso,Agua,2.0
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_1_9123,D-01,47.2,8530,Emision gaseosa,Agua,2.5
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_1_9123,D-02,36.4,6679,Liquido proceso,Agua,4.1
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_2_9123,D-01,18.6,6514,Emision gaseosa,Agua,2.7
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_3_9123,D-01,33.7,7949,Liquido proceso,Agua,2.2
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_3_9123,D-02,29.4,7780,Liquido proceso,Agua,4.6
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_4_9123,D-01,46.7,8313,Agua residual,Agua,1.3
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_4_9123,D-02,49.7,8711,Liquido proceso,Agua,2.7
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_4_9123,D-03,43.4,8607,Agua residual,Agua,2.1
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_5_9123,D-01,39.1,6206,Agua residual,Agua,1.0
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_5_9123,D-02,34.2,6681,Emision gaseosa,Aire comprimido,2.0
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_5_9123,D-03,49.9,7341,Emision gaseosa,Aire comprimido,4.0
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_1_1234,D-01,11.4,6928,Liquido proceso,Agua,1.2
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_2_1234,D-01,38.6,7188,Agua residual,Aire comprimido,4.1
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_2_1234,D-02,39.6,7327,Agua residual,Aire comprimido,1.3
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_2_1234,D-03,47.2,7187,Emision gaseosa,Agua,3.0
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_3_1234,D-01,29.4,6801,Agua residual,Aire comprimido,2.9
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_3_1234,D-02,46.3,7351,Liquido proceso,Agua,4.5
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_1_2345,D-01,29.0,6377,Liquido proceso,Agua,1.5
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_1_2345,D-02,34.7,6920,Liquido proceso,Agua,3.3
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_1_2345,D-03,27.7,8538,Emision gaseosa,Aire comprimido,2.8
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_2_2345,D-01,5.4,8046,Emision gaseosa,Agua,1.5
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_2_2345,D-02,9.5,7664,Agua residual,Agua,3.8
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_3_2345,D-01,30.4,8008,Emision gaseosa,Aire comprimido,3.1
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_3_2345,D-02,24.8,6232,Agua residual,Aire comprimido,3.7
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_3_2345,D-03,5.0,8680,Liquido proceso,Aire comprimido,1.5
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_4_2345,D-01,40.1,8490,Agua residual,Agua,4.4
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_1_3456,D-01,43.0,8240,Emision gaseosa,Agua,4.1
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_1_3456,D-02,22.2,6848,Agua residual,Aire comprimido,2.5
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_2_3456,D-01,14.0,6115,Agua residual,Aire comprimido,4.9
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_2_3456,D-02,29.6,7959,Emision gaseosa,Agua,4.6
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_3_3456,D-01,15.9,8341,Agua residual,Aire comprimido,1.5
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_3_3456,D-02,40.1,7830,Emision gaseosa,Aire comprimido,3.1
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_3_3456,D-03,22.2,7977,Liquido proceso,Aire comprimido,3.1
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_4_3456,D-01,34.3,7546,Liquido proceso,Agua,2.6
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_4_3456,D-02,37.7,6260,Liquido proceso,Agua,5.0
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_4_3456,D-03,21.6,6057,Agua residual,Aire comprimido,4.9
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_5_3456,D-01,13.7,7943,Agua residual,Aire comprimido,3.1
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_6_3456,D-01,27.9,7048,Liquido proceso,Aire comprimido,4.9
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_6_3456,D-02,43.4,8006,Agua residual,Agua,3.7
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_7_3456,D-01,16.1,6830,Emision gaseosa,Aire comprimido,4.9
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_8_3456,D-01,45.4,7718,Liquido proceso,Agua,2.6
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_9_3456,D-01,12.7,8479,Agua residual,Aire comprimido,4.3
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_9_3456,D-02,37.3,6050,Emision gaseosa,Agua,1.6
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_9_3456,D-03,45.6,7065,Emision gaseosa,Agua,4.8
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_10_3456,D-01,49.0,7028,Agua residual,Agua,5.0
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_10_3456,D-02,34.3,6157,Agua residual,Aire comprimido,4.2
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_11_3456,D-01,27.7,6849,Agua residual,Aire comprimido,4.4
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_12_3456,D-01,24.1,6480,Emision gaseosa,Agua,3.8
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_12_3456,D-02,39.4,6140,Liquido proceso,Aire comprimido,4.5
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_13_3456,D-01,41.8,8221,Agua residual,Agua,1.0
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_14_3456,D-01,40.3,6266,Emision gaseosa,Agua,3.5
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_14_3456,D-02,38.4,6158,Liquido proceso,Aire comprimido,2.3
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_15_3456,D-01,8.6,6339,Emision gaseosa,Agua,2.0
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_15_3456,D-02,7.8,7695,Agua residual,Aire comprimido,4.0
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_1_4567,D-01,25.3,6229,Emision gaseosa,Aire comprimido,4.6
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_1_4567,D-02,43.4,8745,Emision gaseosa,Agua,1.5
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_1_4567,D-03,31.7,6974,Liquido proceso,Aire comprimido,1.7
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_2_4567,D-01,37.7,7524,Liquido proceso,Aire comprimido,4.0
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_3_4567,D-01,15.6,7251,Agua residual,Agua,3.5
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_4_4567,D-01,25.2,7393,Emision gaseosa,Aire comprimido,3.5
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_4_4567,D-02,31.7,6322,Liquido proceso,Agua,1.0
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_5_4567,D-01,14.9,6357,Emision gaseosa,Aire comprimido,4.2
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_6_4567,D-01,19.1,7006,Emision gaseosa,Aire comprimido,4.1
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_6_4567,D-02,16.2,7756,Liquido proceso,Aire comprimido,3.3
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_6_4567,D-03,21.0,8298,Agua residual,Aire comprimido,1.8
8/21/2025 14:09:32,uzamora.flores@outlook.com,FLORICULTURA ZAMORA S.A.C,20912345678,Establecimiento_1_5678,D-01,12.0,8546,Emision gaseosa,Aire comprimido,4.5
8/21/2025 14:09:32,uzamora.flores@outlook.com,FLORICULTURA ZAMORA S.A.C,20912345678,Establecimiento_1_5678,D-02,27.0,8492,Agua residual,Agua,1.9
8/21/2025 14:09:32,uzamora.flores@outlook.com,FLORICULTURA ZAMORA S.A.C,20912345678,Establecimiento_2_5678,D-01,12.3,7928,Liquido proceso,Aire comprimido,3.2
8/21/2025 14:09:32,uzamora.flores@outlook.com,FLORICULTURA ZAMORA S.A.C,20912345678,Establecimiento_2_5678,D-02,46.6,8213,Emision gaseosa,Agua,3.4
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_1_6789,D-01,27.1,6708,Agua residual,Aire comprimido,1.5
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_1_6789,D-02,48.9,6708,Agua residual,Agua,4.9
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_2_6789,D-01,11.3,8653,Liquido proceso,Agua,3.7
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_3_6789,D-01,8.0,8450,Liquido proceso,Aire comprimido,3.3
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_3_6789,D-02,44.0,7760,Liquido proceso,Agua,3.9
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_3_6789,D-03,41.5,6668,Liquido proceso,Agua,2.4
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_1_7891,D-01,24.7,8751,Emision gaseosa,Aire comprimido,2.3
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_1_7891,D-02,22.1,6125,Liquido proceso,Aire comprimido,4.0
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_2_7891,D-01,42.2,7312,Agua residual,Agua,4.5
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_2_7891,D-02,18.9,6422,Emision gaseosa,Agua,2.1
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_3_7891,D-01,9.2,6385,Agua residual,Aire comprimido,2.1
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_4_7891,D-01,40.2,8388,Liquido proceso,Aire comprimido,1.3
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_4_7891,D-02,32.6,8376,Emision gaseosa,Agua,3.9
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_4_7891,D-03,6.5,8580,Liquido proceso,Aire comprimido,4.8
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_5_7891,D-01,35.5,6404,Agua residual,Aire comprimido,4.3
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_6_7891,D-01,39.1,6509,Agua residual,Agua,2.3
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_7_7891,D-01,6.7,7424,Agua residual,Agua,2.0
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_1_8912,D-01,18.4,6433,Agua residual,Aire comprimido,3.2
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_1_8912,D-02,13.2,6132,Emision gaseosa,Aire comprimido,3.1
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_2_8912,D-01,15.5,8068,Liquido proceso,Agua,4.4
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_2_8912,D-02,11.6,8753,Emision gaseosa,Aire comprimido,2.0
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_2_8912,D-03,18.7,7976,Liquido proceso,Aire comprimido,4.8
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_3_8912,D-01,9.8,7494,Emision gaseosa,Agua,5.0
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_3_8912,D-02,46.8,7674,Agua residual,Aire comprimido,1.4
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_3_8912,D-03,12.0,6080,Agua residual,Aire comprimido,1.1
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_4_8912,D-01,24.1,6807,Emision gaseosa,Agua,2.3
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_4_8912,D-02,49.3,7595,Liquido proceso,Agua,3.0
8/25/2025 13:16:14,ychavez.grava@outlook.com,GRAVERA CHAVEZ S.A,20456789123,Establecimiento_1_9123,D-01,33.9,8141,Agua residual,Aire comprimido,2.6
8/25/2025 13:16:14,ychavez.grava@outlook.com,GRAVERA CHAVEZ S.A,20456789123,Establecimiento_1_9123,D-02,19.1,7379,Liquido proceso,Agua,2.5
8/25/2025 13:16:14,ychavez.grava@outlook.com,GRAVERA CHAVEZ S.A,20456789123,Establecimiento_2_9123,D-01,12.5,7960,Liquido proceso,Agua,5.0
8/25/2025 13:16:14,ychavez.grava@outlook.com,GRAVERA CHAVEZ S.A,20456789123,Establecimiento_2_9123,D-02,43.4,7542,Emision gaseosa,Agua,2.5
8/25/2025 13:16:14,ychavez.grava@outlook.com,GRAVERA CHAVEZ S.A,20456789123,Establecimiento_2_9123,D-03,47.0,7851,Liquido proceso,Agua,3.3
8/26/2025 11:52:37,zsoto.granito@gmail.com,GRANITERIA SOTO S.R.L,20567891234,Establecimiento_1_1234,D-01,28.6,7136,Agua residual,Agua,3.1
8/26/2025 11:52:37,zsoto.granito@gmail.com,GRANITERIA SOTO S.R.L,20567891234,Establecimiento_1_1234,D-02,44.4,8157,Emision gaseosa,Aire comprimido,2.7
8/26/2025 11:52:37,zsoto.granito@gmail.com,GRANITERIA SOTO S.R.L,20567891234,Establecimiento_1_1234,D-03,34.3,7675,Agua residual,Agua,1.1
8/27/2025 15:29:58,abravo.ceramica@hotmail.com,CERAMICA ARTESANAL BRAVO S.A.C,20678912345,Establecimiento_1_2345,D-01,26.1,8755,Emision gaseosa,Lodos,4.5
8/27/2025 15:29:58,abravo.ceramica@hotmail.com,CERAMICA ARTESANAL BRAVO S.A.C,20678912345,Establecimiento_1_2345,D-02,30.4,7265,Liquido proceso,Agua,4.4
8/27/2025 15:29:58,abravo.ceramica@hotmail.com,CERAMICA ARTESANAL BRAVO S.A.C,20678912345,Establecimiento_1_2345,D-03,18.9,8182,Liquido proceso,Agua,3.7
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_1_3456,D-01,18.4,8687,Liquido proceso,Lodos,2.6
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_1_3456,D-02,20.7,8051,Agua residual,Lodos,4.4
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_1_3456,D-03,38.6,6832,Agua residual,Lodos,3.8
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_2_3456,D-01,8.1,6023,Liquido proceso,Agua,2.0
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_2_3456,D-02,35.8,6184,Liquido proceso,Lodos,3.1
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_3_3456,D-01,19.7,7928,Emision gaseosa,Agua,1.2
8/29/2025 12:23:46,cguerrero.tejas@gmail.com,TEJERA GUERRERO S.R.L,20891234567,Establecimiento_1_4567,D-01,31.8,8588,Emision gaseosa,Agua,4.8
8/29/2025 12:23:46,cguerrero.tejas@gmail.com,TEJERA GUERRERO S.R.L,20891234567,Establecimiento_1_4567,D-02,18.9,8434,Agua residual,Lodos,2.4
8/29/2025 12:23:46,cguerrero.tejas@gmail.com,TEJERA GUERRERO S.R.L,20891234567,Establecimiento_2_4567,D-01,34.1,6178,Agua residual,Agua,2.9
8/30/2025 17:48:21,dhidalgo.yeso@outlook.com,YESERIA HIDALGO S.A.C,20912345678,Establecimiento_1_5678,D-01,44.6,6905,Liquido proceso,Agua,1.4
8/30/2025 17:48:21,dhidalgo.yeso@outlook.com,YESERIA HIDALGO S.A.C,20912345678,Establecimiento_1_5678,D-02,15.2,7073,Liquido proceso,Agua,3.8
8/30/2025 17:48:21,dhidalgo.yeso@outlook.com,YESERIA HIDALGO S.A.C,20912345678,Establecimiento_1_5678,D-03,40.6,8704,Liquido proceso,Agua,1.6
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_1_6789,D-01,44.6,7354,Emision gaseosa,Agua,1.0
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_1_6789,D-02,22.0,7136,Liquido proceso,Agua,3.4
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_1_6789,D-03,42.6,6645,Emision gaseosa,Lodos,2.4
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_2_6789,D-01,6.2,7493,Liquido proceso,Agua,3.2
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_2_6789,D-02,38.7,8419,Liquido proceso,Lodos,1.5
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_3_6789,D-01,37.0,6746,Liquido proceso,Lodos,2.4
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_4_6789,D-01,31.6,6104,Liquido proceso,Lodos,4.8
9/1/2025 10:42:54,fgonzalez.marmol@gmail.com,MARMOLERIA GONZALEZ S.R.L,20234567891,Establecimiento_1_7891,D-01,10.9,6803,Liquido proceso,Lodos,3.6
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_1_8912,D-01,12.6,6512,Emision gaseosa,Aire comprimido,4.0
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_1_8912,D-02,40.2,7921,Liquido proceso,Agua,2.6
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_2_8912,D-01,23.1,6668,Emision gaseosa,Agua,3.5
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_2_8912,D-02,9.9,6670,Emision gaseosa,Aire comprimido,2.1
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_3_8912,D-01,22.7,7687,Emision gaseosa,Aire comprimido,3.1
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_4_8912,D-01,14.2,6216,Agua residual,Aire comprimido,1.5
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_5_8912,D-01,34.1,7662,Agua residual,Agua,4.5
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_5_8912,D-02,45.7,6139,Liquido proceso,Aire comprimido,3.1
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_5_8912,D-03,39.8,6834,Emision gaseosa,Aire comprimido,4.8
9/3/2025 9:45:12,ilopez.minerales@outlook.com,MINERALES LOPEZ S.A,20456789123,Establecimiento_1_9123,D-01,22.0,8314,Liquido proceso,Agua,1.1
9/3/2025 9:45:12,ilopez.minerales@outlook.com,MINERALES LOPEZ S.A,20456789123,Establecimiento_1_9123,D-02,45.0,8215,Agua residual,Suspensiones minerales,4.5
9/3/2025 9:45:12,ilopez.minerales@outlook.com,MINERALES LOPEZ S.A,20456789123,Establecimiento_2_9123,D-01,9.2,7487,Agua residual,Suspensiones minerales,1.5
9/3/2025 9:45:12,ilopez.minerales@outlook.com,MINERALES LOPEZ S.A,20456789123,Establecimiento_3_9123,D-01,33.3,8662,Liquido proceso,Suspensiones minerales,1.9
