FECHA,CORREO,RAZON_SOCIAL,NUMERO_RUC,NOMBRE_ESTABLECIMIENTO,ACTIVIDAD_PRINCIPAL,DEPARTAMENTO,PROVINCIA,DISTRITO,DNI_RESPONSABLE,NOMBRE_RESPONSABLE,TELEFONO_RESPONSABLE,CONSUMO_ELECTRICO_WATT,CONSUMO_AGUA_PROCESO_L,CONSUMO_AGUA_OFICINAS_L,AGUAS_RESIDUALES,UNIDAD_MEDIDA,METODO_CALCULO
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_1_5678,Actividad industrial general,Lima,Lima,San Isidro,40423418,Responsable_Establecimiento_1_5678,93174163,503458,1729701,166170,2353.37,m3,Balance hidrico
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_2_5678,Actividad industrial general,Lima,Lima,La Molina,46551569,Responsable_Establecimiento_2_5678,91862832,2097812,1860490,38309,2630.02,m3,Medicion directa
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_3_5678,Actividad industrial general,Lima,Lima,San Isidro,43354596,Responsable_Establecimiento_3_5678,96184824,2753261,1630205,31380,3735.2,m3,Medicion directa
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_4_5678,Actividad industrial general,Lima,Lima,Surco,44550452,Responsable_Establecimiento_4_5678,99443842,1613839,121720,49881,2287.57,m3,Estimacion
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_5_5678,Actividad industrial general,Lima,Lima,San Isidro,44114003,Responsable_Establecimiento_5_5678,92572651,3811236,1984647,90089,2667.23,m3,Estimacion
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_6_5678,Actividad industrial general,Lima,Lima,San Isidro,41448516,Responsable_Establecimiento_6_5678,96448865,3412311,1422376,29338,3834.93,m3,Estimacion
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_7_5678,Actividad industrial general,Lima,Lima,San Isidro,49638568,Responsable_Establecimiento_7_5678,98711970,1154145,1115783,13737,1568.18,m3,Estimacion
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_8_5678,Actividad industrial general,Lima,Lima,Surco,49672716,Responsable_Establecimiento_8_5678,97734120,1484544,1573462,171904,4946.43,m3,Balance hidrico
8/4/2025 9:51:52,daguirre.hotel@hotmail.com,HOTELES AGUIRRE S.A,20123456789,Establecimiento_1_6789,Actividad industrial general,Lima,Lima,San Isidro,44882109,Responsable_Establecimiento_1_6789,98186791,2419979,929296,100363,895.37,m3,Balance hidrico
8/4/2025 9:51:52,daguirre.hotel@hotmail.com,HOTELES AGUIRRE S.A,20123456789,Establecimiento_2_6789,Actividad industrial general,Lima,Lima,La Molina,49546681,Responsable_Establecimiento_2_6789,95877290,2914766,1050750,43106,3621.16,m3,Balance hidrico
8/5/2025 13:17:35,emolina.restaurant@gmail.com,RESTAURANTE MOLINA S.R.L,20234567891,Establecimiento_1_7891,Actividad industrial general,Lima,Callao,Lince,42570630,Responsable_Establecimiento_1_7891,95513032,4443675,1084821,131362,4974.46,m3,Estimacion
8/5/2025 13:17:35,emolina.restaurant@gmail.com,RESTAURANTE MOLINA S.R.L,20234567891,Establecimiento_2_7891,Actividad industrial general,Lima,Lima,Lince,47431147,Responsable_Establecimiento_2_7891,99702646,2814552,1049798,57480,231.27,m3,Estimacion
8/5/2025 13:17:35,emolina.restaurant@gmail.com,RESTAURANTE MOLINA S.R.L,20234567891,Establecimiento_3_7891,Actividad industrial general,Lima,Lima,Lince,44849312,Responsable_Establecimiento_3_7891,98170806,2496753,1576942,184831,150.35,m3,Balance hidrico
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_1_8912,Actividad industrial general,Lima,Lima,San Isidro,49002964,Responsable_Establecimiento_1_8912,92891320,2445852,1604823,193330,919.98,m3,Balance hidrico
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_2_8912,Actividad industrial general,Lima,Lima,La Molina,43727774,Responsable_Establecimiento_2_8912,93968474,2242769,418245,97605,2655.21,m3,Balance hidrico
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_3_8912,Actividad industrial general,Lima,Lima,La Molina,40256621,Responsable_Establecimiento_3_8912,96664394,1591603,1315368,68773,1494.49,m3,Estimacion
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_4_8912,Actividad industrial general,Lima,Callao,Lince,49582751,Responsable_Establecimiento_4_8912,95492957,207746,1721809,149694,4970.34,m3,Medicion directa
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_1_9123,Actividad industrial general,Lima,Callao,La Molina,41309176,Responsable_Establecimiento_1_9123,96547903,1494502,1851953,122376,4746.25,m3,Medicion directa
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_2_9123,Actividad industrial general,Lima,Lima,La Molina,45053637,Responsable_Establecimiento_2_9123,98847068,4984363,1839444,138229,4759.74,m3,Estimacion
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_3_9123,Actividad industrial general,Lima,Lima,San Isidro,49401442,Responsable_Establecimiento_3_9123,94465857,2030667,1239661,121701,1331.33,m3,Medicion directa
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_4_9123,Actividad industrial general,Lima,Callao,La Molina,47207552,Responsable_Establecimiento_4_9123,92310439,4499617,929209,28381,2494.75,m3,Estimacion
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_5_9123,Actividad industrial general,Lima,Lima,Lince,41575846,Responsable_Establecimiento_5_9123,98519516,1625859,708479,133385,2258.15,m3,Medicion directa
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_6_9123,Actividad industrial general,Lima,Callao,Surco,40422572,Responsable_Establecimiento_6_9123,95783482,1610257,639883,110666,4406.46,m3,Estimacion
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_7_9123,Actividad industrial general,Lima,Callao,Surco,45809093,Responsable_Establecimiento_7_9123,97668205,2726821,1767206,152011,4053.76,m3,Medicion directa
8/8/2025 8:26:16,hmoreno.consultoria@gmail.com,CONSULTORA MORENO S.R.L,20567891234,Establecimiento_1_1234,Actividad industrial general,Lima,Lima,San Isidro,49514009,Responsable_Establecimiento_1_1234,96932790,1990681,1117487,78801,1765.45,m3,Balance hidrico
8/9/2025 12:43:29,ivasquez.laboratorio@hotmail.com,LABORATORIOS VASQUEZ S.A.C,20678912345,Establecimiento_1_2345,Actividad industrial general,Lima,Lima,Surco,44827120,Responsable_Establecimiento_1_2345,94596603,4585161,63101,158522,4646.63,m3,Estimacion
8/9/2025 12:43:29,ivasquez.laboratorio@hotmail.com,LABORATORIOS VASQUEZ S.A.C,20678912345,Establecimiento_2_2345,Actividad industrial general,Lima,Lima,La Molina,46054249,Responsable_Establecimiento_2_2345,95152136,1570577,1521511,73702,1841.19,m3,Medicion directa
8/10/2025 17:08:54,jestrada.ingenieria@yahoo.com,INGENIERIA ESTRADA S.A,20789123456,Establecimiento_1_3456,Actividad industrial general,Lima,Lima,La Molina,45906481,Responsable_Establecimiento_1_3456,96879012,3150939,633558,59887,4657.21,m3,Balance hidrico
8/10/2025 17:08:54,jestrada.ingenieria@yahoo.com,INGENIERIA ESTRADA S.A,20789123456,Establecimiento_2_3456,Actividad industrial general,Lima,Lima,La Molina,42991135,Responsable_Establecimiento_2_3456,91377454,929630,1733197,172156,1331.16,m3,Estimacion
8/10/2025 17:08:54,jestrada.ingenieria@yahoo.com,INGENIERIA ESTRADA S.A,20789123456,Establecimiento_3_3456,Actividad industrial general,Lima,Callao,San Isidro,43148769,Responsable_Establecimiento_3_3456,99115902,3481660,1566294,159046,884.83,m3,Estimacion
8/11/2025 14:35:17,krueda.tecnologia@gmail.com,TECNOLOGIA RUEDA S.R.L,20891234567,Establecimiento_1_4567,Actividad industrial general,Lima,Lima,San Isidro,47443236,Responsable_Establecimiento_1_4567,92706943,2309685,802769,187310,3253.8,m3,Balance hidrico
8/12/2025 10:12:42,lbustamante.publicidad@outlook.com,PUBLICIDAD BUSTAMANTE S.A.C,20912345678,Establecimiento_1_5678,Actividad industrial general,Lima,Lima,La Molina,49267122,Responsable_Establecimiento_1_5678,92901291,1134205,1172336,163983,2945.92,m3,Balance hidrico
8/12/2025 10:12:42,lbustamante.publicidad@outlook.com,PUBLICIDAD BUSTAMANTE S.A.C,20912345678,Establecimiento_2_5678,Actividad industrial general,Lima,Lima,La Molina,45232530,Responsable_Establecimiento_2_5678,92470637,179392,1521848,47590,1625.93,m3,Estimacion
8/13/2025 16:48:15,mvaldez.educacion@hotmail.com,EDUCACION VALDEZ S.A,20123456789,Establecimiento_1_6789,Actividad industrial general,Lima,Callao,La Molina,40702428,Responsable_Establecimiento_1_6789,91606142,3032013,162194,32871,1123.32,m3,Balance hidrico
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_1_7891,Actividad industrial general,Lima,Lima,San Isidro,43902809,Responsable_Establecimiento_1_7891,93820515,3367111,215540,127490,213.09,m3,Medicion directa
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_2_7891,Actividad industrial general,Lima,Callao,La Molina,40344516,Responsable_Establecimiento_2_7891,97978823,3963569,902120,80475,346.51,m3,Balance hidrico
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_3_7891,Actividad industrial general,Lima,Lima,Lince,45389064,Responsable_Establecimiento_3_7891,93317940,3024302,1268073,107333,3097.35,m3,Balance hidrico
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_4_7891,Actividad industrial general,Lima,Callao,San Isidro,44991108,Responsable_Establecimiento_4_7891,99788685,2845660,1509347,111538,1758.51,m3,Medicion directa
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_5_7891,Actividad industrial general,Lima,Lima,Surco,47783214,Responsable_Establecimiento_5_7891,91969373,4726775,1591537,101778,931.15,m3,Medicion directa
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_6_7891,Actividad industrial general,Lima,Lima,La Molina,45446751,Responsable_Establecimiento_6_7891,91433710,1446058,1679452,13514,3103.72,m3,Balance hidrico
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_7_7891,Actividad industrial general,Lima,Lima,San Isidro,44282797,Responsable_Establecimiento_7_7891,94240815,3148146,834620,156548,4596.04,m3,Estimacion
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_8_7891,Actividad industrial general,Lima,Lima,Surco,46852628,Responsable_Establecimiento_8_7891,94586152,3522364,182829,133494,2284.18,m3,Medicion directa
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_9_7891,Actividad industrial general,Lima,Lima,San Isidro,40125623,Responsable_Establecimiento_9_7891,96987850,1810981,1748527,125708,1838.77,m3,Estimacion
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_10_7891,Actividad industrial general,Lima,Lima,Surco,45510952,Responsable_Establecimiento_10_7891,93087392,4969043,1391588,134980,3156.19,m3,Balance hidrico
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_11_7891,Actividad industrial general,Lima,Callao,San Isidro,41268381,Responsable_Establecimiento_11_7891,97554793,1161983,1040320,188209,3353.93,m3,Medicion directa
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_12_7891,Actividad industrial general,Lima,Callao,Surco,47985634,Responsable_Establecimiento_12_7891,93589560,4795188,1195500,162077,1946.56,m3,Estimacion
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_1_8912,Actividad industrial general,Lima,Lima,Lince,45176862,Responsable_Establecimiento_1_8912,91640833,3846591,233299,149275,2547.58,m3,Medicion directa
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_2_8912,Actividad industrial general,Lima,Callao,Lince,42310870,Responsable_Establecimiento_2_8912,96614528,4843090,631110,112603,2682.36,m3,Medicion directa
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_3_8912,Actividad industrial general,Lima,Lima,San Isidro,43253959,Responsable_Establecimiento_3_8912,99615896,1508803,1366905,38532,2587.69,m3,Medicion directa
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_4_8912,Actividad industrial general,Lima,Callao,San Isidro,44842993,Responsable_Establecimiento_4_8912,97756958,2384262,1320623,110085,2658.97,m3,Balance hidrico
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_5_8912,Actividad industrial general,Lima,Lima,San Isidro,46728590,Responsable_Establecimiento_5_8912,91504130,726885,1151243,164502,744.33,m3,Estimacion
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_6_8912,Actividad industrial general,Lima,Lima,La Molina,47041093,Responsable_Establecimiento_6_8912,95444143,4822523,1730533,179335,2022.74,m3,Medicion directa
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_7_8912,Actividad industrial general,Lima,Lima,Lince,47129960,Responsable_Establecimiento_7_8912,92362623,2907638,1192033,126445,2952.25,m3,Estimacion
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_8_8912,Actividad industrial general,Lima,Lima,Lince,47188304,Responsable_Establecimiento_8_8912,99751236,2688242,1241817,11756,4272.8,m3,Estimacion
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_1_9123,Actividad industrial general,Lima,Callao,Surco,46006210,Responsable_Establecimiento_1_9123,91833645,594353,1854848,115542,3835.9,m3,Estimacion
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_2_9123,Actividad industrial general,Lima,Lima,Surco,44269764,Responsable_Establecimiento_2_9123,97979312,3765298,898306,49574,3299.59,m3,Estimacion
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_3_9123,Actividad industrial general,Lima,Callao,La Molina,41011799,Responsable_Establecimiento_3_9123,92978351,1616486,1639960,64091,1128.28,m3,Estimacion
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_4_9123,Actividad industrial general,Lima,Callao,San Isidro,40596449,Responsable_Establecimiento_4_9123,91903801,4187844,561700,145410,3414.19,m3,Medicion directa
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_5_9123,Actividad industrial general,Lima,Lima,San Isidro,47766636,Responsable_Establecimiento_5_9123,93322252,334635,742052,143372,3456.27,m3,Medicion directa
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_1_1234,Actividad industrial general,Lima,Lima,La Molina,48123516,Responsable_Establecimiento_1_1234,92635194,2617892,1090037,71686,3529.24,m3,Balance hidrico
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_2_1234,Actividad industrial general,Lima,Lima,Surco,40792910,Responsable_Establecimiento_2_1234,92893635,4644011,1406608,94176,4584.23,m3,Medicion directa
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_3_1234,Actividad industrial general,Lima,Callao,Surco,40725761,Responsable_Establecimiento_3_1234,95852324,3424704,1873668,165976,757.93,m3,Balance hidrico
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_1_2345,Actividad industrial general,Lima,Callao,La Molina,41088388,Responsable_Establecimiento_1_2345,96716736,3887649,1035534,91952,2421.27,m3,Medicion directa
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_2_2345,Actividad industrial general,Lima,Lima,San Isidro,41884665,Responsable_Establecimiento_2_2345,93959432,1597454,1434945,98712,4905.02,m3,Estimacion
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_3_2345,Actividad industrial general,Lima,Callao,Surco,48274213,Responsable_Establecimiento_3_2345,96278691,3601076,1172386,103684,4870.21,m3,Medicion directa
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_4_2345,Actividad industrial general,Lima,Lima,Surco,47600783,Responsable_Establecimiento_4_2345,95414711,2482615,927423,37592,2127.2,m3,Estimacion
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_1_3456,Actividad industrial general,Lima,Lima,La Molina,42956663,Responsable_Establecimiento_1_3456,91447499,4294613,341500,155079,3440.3,m3,Estimacion
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_2_3456,Actividad industrial general,Lima,Callao,Surco,40082323,Responsable_Establecimiento_2_3456,97200019,344724,229655,188061,3912.13,m3,Medicion directa
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_3_3456,Actividad industrial general,Lima,Lima,Surco,46016233,Responsable_Establecimiento_3_3456,92263434,215393,984892,147778,2426.46,m3,Balance hidrico
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_4_3456,Actividad industrial general,Lima,Callao,Lince,42362297,Responsable_Establecimiento_4_3456,92438154,4077264,930581,32399,1512.61,m3,Estimacion
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_5_3456,Actividad industrial general,Lima,Lima,Lince,43589938,Responsable_Establecimiento_5_3456,95593036,4756877,267950,120852,558.26,m3,Medicion directa
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_6_3456,Actividad industrial general,Lima,Lima,San Isidro,45374418,Responsable_Establecimiento_6_3456,93628777,3105384,1755288,51069,3130.16,m3,Balance hidrico
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_7_3456,Actividad industrial general,Lima,Lima,San Isidro,40435832,Responsable_Establecimiento_7_3456,99848031,3090441,1381230,16944,2301.02,m3,Estimacion
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_8_3456,Actividad industrial general,Lima,Callao,San Isidro,46572355,Responsable_Establecimiento_8_3456,99015030,2071086,303547,26810,2311.45,m3,Balance hidrico
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_9_3456,Actividad industrial general,Lima,Lima,Surco,41790316,Responsable_Establecimiento_9_3456,97734134,1346302,712223,198391,1552.54,m3,Medicion directa
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_10_3456,Actividad industrial general,Lima,Lima,Lince,45479140,Responsable_Establecimiento_10_3456,99592559,1095055,790573,16911,2204.08,m3,Estimacion
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_11_3456,Actividad industrial general,Lima,Lima,Lince,46754856,Responsable_Establecimiento_11_3456,92194706,2278157,579527,10172,2095.48,m3,Estimacion
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_12_3456,Actividad industrial general,Lima,Callao,Lince,45040879,Responsable_Establecimiento_12_3456,96391188,973105,1758055,75729,3091.25,m3,Balance hidrico
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_13_3456,Actividad industrial general,Lima,Callao,San Isidro,44936604,Responsable_Establecimiento_13_3456,96435204,4679763,1610015,21848,2357.44,m3,Balance hidrico
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_14_3456,Actividad industrial general,Lima,Callao,Lince,41795385,Responsable_Establecimiento_14_3456,91498989,2179245,574542,112466,2072.6,m3,Medicion directa
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_15_3456,Actividad industrial general,Lima,Lima,San Isidro,44531988,Responsable_Establecimiento_15_3456,96178913,342988,1827773,81406,1114.93,m3,Medicion directa
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_1_4567,Actividad industrial general,Lima,Lima,La Molina,43865950,Responsable_Establecimiento_1_4567,99809306,1833665,1653646,186287,919.14,m3,Estimacion
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_2_4567,Actividad industrial general,Lima,Lima,San Isidro,42389239,Responsable_Establecimiento_2_4567,92045775,2038637,1826659,25588,357.38,m3,Balance hidrico
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_3_4567,Actividad industrial general,Lima,Lima,Lince,42674683,Responsable_Establecimiento_3_4567,97554766,4243579,1536124,34798,3014.46,m3,Estimacion
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_4_4567,Actividad industrial general,Lima,Lima,San Isidro,43165666,Responsable_Establecimiento_4_4567,98315166,4847640,1165933,36516,410.39,m3,Balance hidrico
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_5_4567,Actividad industrial general,Lima,Callao,Lince,46354785,Responsable_Establecimiento_5_4567,96331046,1866903,1614872,69701,1842.77,m3,Medicion directa
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_6_4567,Actividad industrial general,Lima,Lima,La Molina,42928307,Responsable_Establecimiento_6_4567,95392248,1724699,101264,56066,1376.27,m3,Medicion directa
8/21/2025 14:09:32,uzamora.flores@outlook.com,FLORICULTURA ZAMORA S.A.C,20912345678,Establecimiento_1_5678,Actividad industrial general,Lima,Lima,Lince,47065103,Responsable_Establecimiento_1_5678,98416386,2128923,124708,25629,114.59,m3,Medicion directa
8/21/2025 14:09:32,uzamora.flores@outlook.com,FLORICULTURA ZAMORA S.A.C,20912345678,Establecimiento_2_5678,Actividad industrial general,Lima,Callao,San Isidro,44587463,Responsable_Establecimiento_2_5678,92553960,3007328,142803,51807,4940.01,m3,Estimacion
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_1_6789,Actividad industrial general,Lima,Lima,San Isidro,41961639,Responsable_Establecimiento_1_6789,95133684,2102210,1651095,70535,1004.48,m3,Estimacion
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_2_6789,Actividad industrial general,Lima,Callao,La Molina,46886694,Responsable_Establecimiento_2_6789,97698447,2095120,1119285,116459,3930.59,m3,Estimacion
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_3_6789,Actividad industrial general,Lima,Lima,La Molina,40809651,Responsable_Establecimiento_3_6789,92821710,2128960,1352090,153626,4887.45,m3,Balance hidrico
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_1_7891,Actividad industrial general,Lima,Callao,Surco,43366040,Responsable_Establecimiento_1_7891,91413669,3625949,921997,19105,700.16,m3,Estimacion
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_2_7891,Actividad industrial general,Lima,Lima,Lince,49078651,Responsable_Establecimiento_2_7891,98590087,353943,1190815,127225,2828.9,m3,Medicion directa
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_3_7891,Actividad industrial general,Lima,Lima,San Isidro,47153674,Responsable_Establecimiento_3_7891,99381856,1652001,509947,159499,1748.0,m3,Medicion directa
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_4_7891,Actividad industrial general,Lima,Callao,Surco,47060618,Responsable_Establecimiento_4_7891,94268225,4323143,340734,178695,918.7,m3,Balance hidrico
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_5_7891,Actividad industrial general,Lima,Callao,La Molina,49909158,Responsable_Establecimiento_5_7891,95160940,272387,843406,106880,2268.14,m3,Estimacion
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_6_7891,Actividad industrial general,Lima,Lima,San Isidro,45234017,Responsable_Establecimiento_6_7891,95176348,798371,1452750,78981,4012.06,m3,Balance hidrico
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_7_7891,Actividad industrial general,Lima,Lima,La Molina,46150507,Responsable_Establecimiento_7_7891,96613940,3911862,1521857,198107,3076.03,m3,Balance hidrico
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_1_8912,Actividad industrial general,Lima,Lima,San Isidro,45269546,Responsable_Establecimiento_1_8912,97604434,1838220,1245076,175136,4007.49,m3,Estimacion
